place_id,name,description,reviews,rating,website,phone,featured_image,main_category,categories,closed_on,address,link,query,query-02,City,State
ChIJd6ZLU3LLD4gRl_TtvIGbjuY,Sokol Riders Motorcycle Association,,41,4.9,http://www.facebook.com/sokolriders/?ref=page_internal,,https://lh3.ggpht.com/p/AG0ilSwBlI-vxYFp7ddWiMfpRAZ4IQktXagzaS9yMCC22fkZ6TyGNMbIJATvuGjnTVZRAn8y2R1m_jFdnEQ5Y3ZsFMhoLCpgej2jeGHWWWcokdp0xpHp3NrDoR1igTb4x4UG4fsBc0PQhw=s1024,Association / Organization,Association / Organization,Open All Days,"6701 W Diversey Ave, Chicago, IL 60707, United States",https://www.google.com/maps/place/Sokol+Riders+Motorcycle+Association/data=!4m7!3m6!1s0x880fcb72534ba677:0xe68e9b81bcedf497!8m2!3d41.9307421!4d-87.7931762!16s%2Fg%2F11dxdm71yl!19sChIJd6ZLU3LLD4gRl_TtvIGbjuY?authuser=0&hl=en&rclk=1,motorcycle clubs in chicago il,chicago il,chicago,il
ChIJPbDiLhO5jkMRHwkP-_bXNEY,Iron Legacy Motorcycle,"Iron Legacy Motorcycle Club is an independent, law abiding 99% motorcycle club.",19,5,https://ironlegacymc.com/,+1 786-742-4707,https://lh3.ggpht.com/p/AF1QipOyNqPkhyqVj4zggmNeKRmADIjl9Nx3HUNEGDGI=s1024,Non-profit organization,"Non-profit organization, Service establishment",Open All Days,,https://www.google.com/maps/place/Iron+Legacy+Motorcycle/data=!4m7!3m6!1s0x438eb9132ee2b03d:0x4634d7f6fb0f091f!8m2!3d25.782414!4d-80.2253934!16s%2Fg%2F11x1nzms97!19sChIJPbDiLhO5jkMRHwkP-_bXNEY?authuser=0&hl=en&rclk=1,motorcycle clubs in miami fl,miami fl,miami,fl
ChIJXWki25222YgRChpt9-2lCw0,MOTOSOCIETY RIDERS,,3,4.7,,+1 786-443-6635,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VIOoZCtzrNYz6kgQRPjiOg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=189.3007&pitch=0&thumbfov=100,Association / Organization,Association / Organization,Open All Days,"556 W Flagler St Apt 1311, Miami, FL 33130, United States",https://www.google.com/maps/place/MOTOSOCIETY+RIDERS/data=!4m7!3m6!1s0x88d9b69ddb22695d:0xd0ba5edf76d1a0a!8m2!3d25.7732882!4d-80.203677!16s%2Fg%2F11fx81sggd!19sChIJXWki25222YgRChpt9-2lCw0?authuser=0&hl=en&rclk=1,motorcycle clubs in miami fl,miami fl,miami,fl
ChIJNR9fKJC42YgR66B2mw1nYyA,Cartel Baggers,,41,4,http://cartelbaggers.com/,+1 786-409-7833,https://lh3.ggpht.com/p/AF1QipNzLPIKBWca44ShMrdUqAlGm_-IYBU6sLi_V8eX=s1024,Motorcycle shop,Motorcycle shop,Open All Days,"4176 SW 74th Ct, Miami, FL 33155, United States",https://www.google.com/maps/place/Cartel+Baggers/data=!4m7!3m6!1s0x88d9b890285f1f35:0x2063670d9b76a0eb!8m2!3d25.7316487!4d-80.316303!16s%2Fg%2F1yfps5wry!19sChIJNR9fKJC42YgR66B2mw1nYyA?authuser=0&hl=en&rclk=1,motorcycle clubs in miami fl,miami fl,miami,fl
ChIJ___v_fC02YgR0Lms0Yi46Ck,BADD,A non profit 501c3 charity that raises awareness against drunk drivers. Checkout our cool prizes you can win!,27,4.9,https://store.baddworldwide.com/tickets,+1 844-427-2233,https://lh3.ggpht.com/p/AF1QipO-hakFOOu_1WOe2iZMZB2rEAEfRtyRZwZjXndq=s1024,Non-profit organization,Non-profit organization,Open All Days,"7130 SW 44th St, Miami, FL 33155, United States",https://www.google.com/maps/place/BADD/data=!4m7!3m6!1s0x88d9b4f0fdefffff:0x29e8b888d1acb9d0!8m2!3d25.7291624!4d-80.3096896!16s%2Fg%2F11ghr0_f5q!19sChIJ___v_fC02YgR0Lms0Yi46Ck?authuser=0&hl=en&rclk=1,motorcycle clubs in miami fl,miami fl,miami,fl
ChIJp-7QRcIF2YgRKwyakEa8Fpc,Gideons Motorcycle Club,,7,5,http://www.gideonsmcfl.com/,+1 561-305-6164,https://lh3.ggpht.com/p/AF1QipOHiMkeP8OTMr8uaCvpSbM8xM9rjcclN1EVzJKp=s1024,Motoring club,Motoring club,Open All Days,"2226 Mears Pkwy, Margate, FL 33063, United States",https://www.google.com/maps/place/Gideons+Motorcycle+Club/data=!4m7!3m6!1s0x88d905c245d0eea7:0x9716bc46909a0c2b!8m2!3d26.2508115!4d-80.1994254!16s%2Fg%2F11s7m0hzrx!19sChIJp-7QRcIF2YgRKwyakEa8Fpc?authuser=0&hl=en&rclk=1,motorcycle clubs in miami fl,miami fl,miami,fl
ChIJZVQUlaiwQIYREfvBRTG_89A,HARD RIDERS MC,"HARD RIDERS MC, INC. The first all African-American, all American Made Motorcycle Club in Houston, Texas, established in the year 2000.",53,4.7,http://www.hardridersmc.com/,+1 832-207-6525,https://lh3.ggpht.com/p/AF1QipPHEpydJhXGcLutNFZTeRfwpxu_tX9q4Ky1i-nz=s1024,Non-profit organization,Non-profit organization,Open All Days,"11239 Crown Park Dr, Houston, TX 77067, United States",https://www.google.com/maps/place/HARD+RIDERS+MC/data=!4m7!3m6!1s0x8640b0a895145465:0xd0f3bf3145c1fb11!8m2!3d29.9443178!4d-95.4477325!16s%2Fg%2F11b6sys_pv!19sChIJZVQUlaiwQIYREfvBRTG_89A?authuser=0&hl=en&rclk=1,motorcycle clubs in houston tx,houston tx,houston,tx
ChIJMeJ9c_u5QIYRulIRL9-4v7k,United Bikers Clubhouse,,22,4.7,,+1 713-631-3039,https://lh3.ggpht.com/p/AG0ilSw_SJ_Xf5Vv9sCpCmXn8rRlVTfk6V_5rgcgp3Yw5vTpx0Feuc4EV1XdUL2jsLnBlQ23oxw2P43aVSe1RSZKeXPzJbus-9ORT6QHxc54VGO1X-Xu3p4EjtX8UFgLJtoKEcfhQYxc=s1024,Association / Organization,Association / Organization,Open All Days,"770163524, 10410 Hirsch Rd, Houston, TX 77016, United States",https://www.google.com/maps/place/United+Bikers+Clubhouse/data=!4m7!3m6!1s0x8640b9fb737de231:0xb9bfb8df2f1152ba!8m2!3d29.8601552!4d-95.3185705!16s%2Fg%2F11clzr8sn5!19sChIJMeJ9c_u5QIYRulIRL9-4v7k?authuser=0&hl=en&rclk=1,motorcycle clubs in houston tx,houston tx,houston,tx
ChIJl6muv47GQIYRwcI68AVOX3c,Strokers Club,,13,4.5,,+1 713-688-3434,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NM2yQfJ7a8HHgFaCm8E_qA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=91.727585&pitch=0&thumbfov=100,Club,Club,Open All Days,"2302 McAllister Rd, Houston, TX 77092, United States",https://www.google.com/maps/place/Strokers+Club/data=!4m7!3m6!1s0x8640c68ebfaea997:0x775f4e05f03ac2c1!8m2!3d29.8081005!4d-95.4632506!16s%2Fg%2F1tg5vfhx!19sChIJl6muv47GQIYRwcI68AVOX3c?authuser=0&hl=en&rclk=1,motorcycle clubs in houston tx,houston tx,houston,tx
ChIJix3qPQOVQIYRKQyKb-2oRVg,Lords Of The Throttle,,9,4.7,,+1 702-934-0028,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kWTByOtU29SHCl9dioOHsg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=359.97922&pitch=0&thumbfov=100,Non-profit organization,Non-profit organization,Open All Days,"4523 Mowery Rd, Houston, TX 77047, United States",https://www.google.com/maps/place/Lords+Of+The+Throttle/data=!4m7!3m6!1s0x864095033dea1d8b:0x5845a8ed6f8a0c29!8m2!3d29.6364379!4d-95.3566383!16s%2Fg%2F11qqt2xjd4!19sChIJix3qPQOVQIYRKQyKb-2oRVg?authuser=0&hl=en&rclk=1,motorcycle clubs in houston tx,houston tx,houston,tx
ChIJE1oaoT1VzawRrlkZicvbWXQ,Sovereign Souls Motorcycle Club,The Sovereign Souls Motorcycle Club is an independent 3 piece Motorcycle Club founded in Houston in 2010.,3,5,https://www.sovereignsouls.club/,,https://lh3.ggpht.com/p/AF1QipOY_qlmeCcedd0MY0TPo2vyfTvDiRUppgSKG9OL=s1024,Club,"Club, Service establishment, Fraternal organization, Motorcycle driving school, Social club",Open All Days,,https://www.google.com/maps/place/Sovereign+Souls+Motorcycle+Club/data=!4m7!3m6!1s0xaccd553da11a5a13:0x7459dbcb891959ae!8m2!3d31.058628!4d-95.818468!16s%2Fg%2F11vdknr1l1!19sChIJE1oaoT1VzawRrlkZicvbWXQ?authuser=0&hl=en&rclk=1,motorcycle clubs in houston tx,houston tx,houston,tx
ChIJq6o66zKhToYRpfifzaf78eY,Scorpions Mc,,2,5,,,https://lh3.ggpht.com/p/AG0ilSyPpXhei3wjURGgzL7sQH_41dB3TK1HhgSRZ5s6WL-xJAS5Zz7L8g_pGzLFA54gYBmS1CDJpJkz1hfj99jdFP__9HIAHpm8lf5c8XrBGFZfhI3iAKfcxpCYndcooGS_ZcUUTI4LCdkTPdMq=s1024,Club,Club,Open All Days,"10750 Shiloh Rd, Dallas, TX 75228, United States",https://www.google.com/maps/place/Scorpions+Mc/data=!4m7!3m6!1s0x864ea132eb3aaaab:0xe6f1fba7cd9ff8a5!8m2!3d32.8438721!4d-96.6653715!16s%2Fg%2F11h3vbnwjp!19sChIJq6o66zKhToYRpfifzaf78eY?authuser=0&hl=en&rclk=1,motorcycle clubs in dallas tx,dallas tx,dallas,tx
ChIJV9a0Q-YzTIYRpZPD_KI1xGI,L.A.M.A. of Dallas,"The Dallas Chapter of the Latin American Motorcycle Association (L.A.M.A.) was founded July 5th, 2012. Since then, our chapter and its members have focused on promoting the sport of moto-tourism and the traditions of brotherhood, and generosity inherent in our culture across the North Texas area.
Since 2012 , the Dallas Chapter of L.A.M.A. has raised thousands of dollars for local and regional non-profit organizations; benefiting animal shelters and those less fortunate in our communities, as well as putting down thousands of miles on roads across the country.

We invite you to join the ride!",2,5,https://lamaofdallas.com/,,https://lh3.ggpht.com/p/AF1QipM_rEhQZPDC9gnE3ZpidqxxhYcGoGaN97HtG-b9=s1024,Motoring club,"Motoring club, Service establishment",Open All Days,,https://www.google.com/maps/place/L.A.M.A.+of+Dallas/data=!4m7!3m6!1s0x864c33e643b4d657:0x62c435a2fcc393a5!8m2!3d32.7430719!4d-96.963595!16s%2Fg%2F11k5h0nz29!19sChIJV9a0Q-YzTIYRpZPD_KI1xGI?authuser=0&hl=en&rclk=1,motorcycle clubs in dallas tx,dallas tx,dallas,tx
ChIJAWKcr1OcToYRMFCrgBh13x0,Strokers Ice House,Strokers Ice House is located next door to Rick Fairless' Strokers Dallas and we welcome you - Bike or no bike! Bring your friends and large groups and schedule your next special event - 7 days a week!,1753,4.7,http://strokersdallas.com/ice-house/,+1 214-351-5252,https://lh3.ggpht.com/p/AG0ilSxIs3mfHK2jiqSweMyvvhgmukrJfu33R3ui3SYIUvLZ8n6GM6cCXACctHE9zpPXD1v3Oq_UMP6RRVDUMnOP4VelgRtjJx5D-ngd62PGln9URRH1fEKfpD2Vy0z5LLDSvZDmxd1U=s1024,Bar,"Bar, Bar & grill, Hamburger restaurant, Takeout restaurant, Night club, Pool hall, Pub, Restaurant, Sandwich shop, Sports bar",Open All Days,"9310 Harry Hines Blvd, Dallas, TX 75235, United States",https://www.google.com/maps/place/Strokers+Ice+House/data=!4m7!3m6!1s0x864e9c53af9c6201:0x1ddf751880ab5030!8m2!3d32.8421432!4d-96.8704699!16s%2Fm%2F0kb8n7h!19sChIJAWKcr1OcToYRMFCrgBh13x0?authuser=0&hl=en&rclk=1,motorcycle clubs in dallas tx,dallas tx,dallas,tx
ChIJKzn7zIGhToYR6XBXZZpSQFk,Dallas Eagle Riders,,0,0,http://dallaseagleriders.com/home-clone/,+1 214-327-9563,,Association / Organization,Association / Organization,Open All Days,"8500 Arturo Dr, Dallas, TX 75228, United States",https://www.google.com/maps/place/Dallas+Eagle+Riders/data=!4m7!3m6!1s0x864ea181ccfb392b:0x5940529a655770e9!8m2!3d32.8123137!4d-96.7074541!16s%2Fg%2F11vhf_8x6v!19sChIJKzn7zIGhToYR6XBXZZpSQFk?authuser=0&hl=en&rclk=1,motorcycle clubs in dallas tx,dallas tx,dallas,tx
ChIJ73KgCIa3xokRubhceP1cSyM,Philly Xtreme,,14,4.8,,,https://lh3.ggpht.com/p/AG0ilSypC0KeWHugEyBFSfCJS1dxp7wXEpbOHIS7cKkdCQfss7ef4Ocnm0-o62vgDsUwCVHRQAhCq2MZOc0xOOS2T89T58UPQntRZQHCQrOEHz0hz95LDIIKFHR6donp6mhSiSUuQGQjjU91MSRF=s1024,Restaurant,Restaurant,Open All Days,"Windrim Ave, Philadelphia, PA 19140, United States",https://www.google.com/maps/place/Philly+Xtreme/data=!4m7!3m6!1s0x89c6b78608a072ef:0x234b5cfd785cb8b9!8m2!3d40.0282598!4d-75.1489835!16s%2Fg%2F11h5vz94ld!19sChIJ73KgCIa3xokRubhceP1cSyM?authuser=0&hl=en&rclk=1,motorcycle clubs in philadelphia pa,philadelphia pa,philadelphia,pa
ChIJ_W0AmH1_xokRKHDN1J_kB4A,Reading Motorcycle Club,,226,4.9,http://readingmc.com/,+1 610-987-6422,https://lh3.ggpht.com/p/AG0ilSzadQjxKQzsVzGsh6VZ3vqElf1Q9w6oAs5PKZ1FGx4ATlsavVlUvGVE3oC_xc0vHkB0TVQSZpJ_LmOTcmQF8DbnDUClArdUOPkxZkxVOniOwK_XPyfJHpbZRytWiTBLZvPmZck=s1024,Club,Club,Open All Days,"208 Jefferson St, Oley, PA 19547, United States",https://www.google.com/maps/place/Reading+Motorcycle+Club/data=!4m7!3m6!1s0x89c67f7d98006dfd:0x8007e49fd4cd7028!8m2!3d40.3947558!4d-75.7740022!16s%2Fg%2F1td54csy!19sChIJ_W0AmH1_xokRKHDN1J_kB4A?authuser=0&hl=en&rclk=1,motorcycle clubs in philadelphia pa,philadelphia pa,philadelphia,pa
ChIJ02FcOKOZxokRUERi8T95r7g,The Blue Comet Motorcycle Club,,70,4.8,http://bluecometmc.com/,+1 610-489-1240,https://lh3.ggpht.com/p/AG0ilSy468AB7WNItvwz9ZvULWhT_iLNuSTpvDJDwYZPbRYLQfB7u0mOwna9yDybBgUsDjxC2IM7zGzqLiefd-7to82Wo0t6kGkUjwB7i4g9uMzC-gaxOGtMyWxvcx0EGAkyji5yCegQ=s1024,Club,"Club, Non-profit organization",Open All Days,"4042 Mensch Rd, Schwenksville, PA 19473, United States",https://www.google.com/maps/place/The+Blue+Comet+Motorcycle+Club/data=!4m7!3m6!1s0x89c699a3385c61d3:0xb8af793ff1624450!8m2!3d40.221466!4d-75.4062194!16s%2Fg%2F1tkp5ycf!19sChIJ02FcOKOZxokRUERi8T95r7g?authuser=0&hl=en&rclk=1,motorcycle clubs in philadelphia pa,philadelphia pa,philadelphia,pa
